Table name,State Code,District Code,Sub-District Code,Area name,Mother tongue code,Mother tongue name,Total Persons,Total Males,Total Females,Rural Persons,Rural Males,Rural Females,Urban Persons,Urban Males,Urban Females
C0116,15,000,00000,MIZORAM,006195, Garhwali,46,43,3,11,10,1,35,33,2
C0116,15,000,00000,MIZORAM,006207, Gojri/Gujjari/Gujar,1,1,0,1,1,0,0,0,0
C0116,15,000,00000,MIZORAM,006235, Haryanvi,55,43,12,22,18,4,33,25,8
C0116,15,000,00000,MIZORAM,006240, Hindi,8929,7205,1724,1765,1539,226,7164,5666,1498
C0116,15,000,00000,MIZORAM,006265, Jaunpuri/Jaunsari,1,1,0,0,0,0,1,1,0
C0116,15,000,00000,MIZORAM,006291, Kangri,2,2,0,0,0,0,2,2,0
C0116,15,000,00000,MIZORAM,006320, Khortha/Khotta,28,26,2,20,20,0,8,6,2
C0116,15,000,00000,MIZORAM,006340, Kumauni,138,125,13,22,19,3,116,106,10
C0116,15,000,00000,MIZORAM,006353, Lamani/Lambadi,3,3,0,1,1,0,2,2,0
C0116,15,000,00000,MIZORAM,006376, Magadhi/Magahi,6,6,0,3,3,0,3,3,0
C0116,15,000,00000,MIZORAM,006400, Marwari,9,7,2,3,2,1,6,5,1
C0116,15,000,00000,MIZORAM,006420, Nagpuria,2,2,0,2,2,0,0,0,0
C0116,15,000,00000,MIZORAM,006439, Pahari,135,68,67,9,9,0,126,59,67
C0116,15,000,00000,MIZORAM,006466, Pawari/Powari,8,4,4,0,0,0,8,4,4
C0116,15,000,00000,MIZORAM,006489, Rajasthani,67,67,0,4,4,0,63,63,0
C0116,15,000,00000,MIZORAM,006503, Sadan/Sadri,92,58,34,18,14,4,74,44,30
C0116,15,000,00000,MIZORAM,006548, Surjapuri,19,10,9,6,3,3,13,7,6
C0116,15,000,00000,MIZORAM,006999,6 Others,844,604,240,129,95,34,715,509,206
C0116,15,000,00000,MIZORAM,007000,7 KANNADA,189,177,12,34,34,0,155,143,12
C0116,15,000,00000,MIZORAM,007016, Kannada,188,176,12,33,33,0,155,143,12
C0116,15,000,00000,MIZORAM,007999,7 Others,1,1,0,1,1,0,0,0,0
C0116,15,000,00000,MIZORAM,008000,8 KASHMIRI ,23,22,1,7,7,0,16,15,1
C0116,15,000,00000,MIZORAM,008005, Kashmiri,23,22,1,7,7,0,16,15,1
C0116,15,000,00000,MIZORAM,009000,9 KONKANI,54,15,39,11,1,10,43,14,29
C0116,15,000,00000,MIZORAM,009011, Konkani,49,13,36,7,0,7,42,13,29
C0116,15,000,00000,MIZORAM,009999,9 Others,5,2,3,4,1,3,1,1,0
C0116,15,000,00000,MIZORAM,010000,10 MAITHILI ,111,83,28,26,18,8,85,65,20
C0116,15,000,00000,MIZORAM,010008, Maithili,111,83,28,26,18,8,85,65,20
C0116,15,000,00000,MIZORAM,011000,11 MALAYALAM,718,521,197,103,88,15,615,433,182
C0116,15,000,00000,MIZORAM,011016, Malayalam,704,511,193,102,88,14,602,423,179
C0116,15,000,00000,MIZORAM,011999,11 Others,14,10,4,1,0,1,13,10,3
C0116,15,000,00000,MIZORAM,012000,12 MANIPURI ,2242,1414,828,253,191,62,1989,1223,766
C0116,15,000,00000,MIZORAM,012003, Manipuri,2242,1414,828,253,191,62,1989,1223,766
C0116,15,000,00000,MIZORAM,013000,13 MARATHI ,408,334,74,192,145,47,216,189,27
C0116,15,000,00000,MIZORAM,013071, Marathi,401,330,71,187,142,45,214,188,26
C0116,15,000,00000,MIZORAM,013999,13 Others,7,4,3,5,3,2,2,1,1
C0116,15,000,00000,MIZORAM,014000,14 NEPALI ,8994,5015,3979,871,633,238,8123,4382,3741
C0116,15,000,00000,MIZORAM,014011, Nepali,8990,5012,3978,867,630,237,8123,4382,3741
C0116,15,000,00000,MIZORAM,014999,14 Others,4,3,1,4,3,1,0,0,0
C0116,15,000,00000,MIZORAM,015000,15 ODIA ,277,231,46,43,39,4,234,192,42
C0116,15,000,00000,MIZORAM,015043, Odia,265,223,42,37,35,2,228,188,40
C0116,15,000,00000,MIZORAM,015999,15 Others,12,8,4,6,4,2,6,4,2
C0116,15,000,00000,MIZORAM,016000,16 PUNJABI ,349,315,34,84,79,5,265,236,29
C0116,15,000,00000,MIZORAM,016005, Bhateali,4,4,0,0,0,0,4,4,0
C0116,15,000,00000,MIZORAM,016038, Punjabi,344,310,34,84,79,5,260,231,29
C0116,15,000,00000,MIZORAM,016999,16 Others,1,1,0,0,0,0,1,1,0
C0116,15,000,00000,MIZORAM,018000,18 SANTALI ,1150,881,269,442,354,88,708,527,181
C0116,15,000,00000,MIZORAM,018040, Santali,1144,877,267,441,353,88,703,524,179
C0116,15,000,00000,MIZORAM,018999,18 Others,6,4,2,1,1,0,5,3,2
C0116,15,000,00000,MIZORAM,020000,20 TAMIL ,306,274,32,79,72,7,227,202,25
C0116,15,000,00000,MIZORAM,020027, Tamil,306,274,32,79,72,7,227,202,25
C0116,15,000,00000,MIZORAM,021000,21 TELUGU ,334,264,70,104,89,15,230,175,55
C0116,15,000,00000,MIZORAM,021046, Telugu,333,263,70,103,88,15,230,175,55
C0116,15,000,00000,MIZORAM,021999,21 Others,1,1,0,1,1,0,0,0,0
C0116,15,000,00000,MIZORAM,022000,22 URDU,113,80,33,35,24,11,78,56,22
C0116,15,000,00000,MIZORAM,022015, Urdu,89,64,25,17,12,5,72,52,20
C0116,15,000,00000,MIZORAM,022999,22 Others,24,16,8,18,12,6,6,4,2
C0116,15,000,00000,MIZORAM,023000,23 ADI ,26,14,12,2,0,2,24,14,10
C0116,15,000,00000,MIZORAM,023003, Adi,17,7,10,1,0,1,16,7,9
C0116,15,000,00000,MIZORAM,023006, Adi Gallong/Gallong,2,2,0,0,0,0,2,2,0
C0116,15,000,00000,MIZORAM,023010, Adi Miniyong/Miniyong,1,1,0,0,0,0,1,1,0
C0116,15,000,00000,MIZORAM,023040, Talgalo,3,2,1,1,0,1,2,2,0
C0116,15,000,00000,MIZORAM,023999,23 Others,3,2,1,0,0,0,3,2,1
C0116,15,000,00000,MIZORAM,025000,25 ANAL ,4,3,1,1,1,0,3,2,1
C0116,15,000,00000,MIZORAM,025001, Anal,3,2,1,1,1,0,2,1,1
C0116,15,000,00000,MIZORAM,025999,25 Others,1,1,0,0,0,0,1,1,0
C0116,15,000,00000,MIZORAM,026000,26 ANGAMI ,10,8,2,1,1,0,9,7,2
C0116,15,000,00000,MIZORAM,026002, Angami,9,7,2,1,1,0,8,6,2
C0116,15,000,00000,MIZORAM,026999,26 Others,1,1,0,0,0,0,1,1,0
C0116,15,000,00000,MIZORAM,027000,27 AO ,39,23,16,4,4,0,35,19,16
C0116,15,000,00000,MIZORAM,027001, Ao,30,16,14,3,3,0,27,13,14
C0116,15,000,00000,MIZORAM,027005, Mongsen,5,4,1,0,0,0,5,4,1
C0116,15,000,00000,MIZORAM,027999,27 Others,4,3,1,1,1,0,3,2,1
C0116,15,000,00000,MIZORAM,028000,28 ARABIC/ARBI ,35,22,13,0,0,0,35,22,13
C0116,15,000,00000,MIZORAM,028001, Arabic/Arbi,35,22,13,0,0,0,35,22,13
C0116,15,000,00000,MIZORAM,030000,30 BHILI/BHILODI ,17,14,3,7,4,3,10,10,0
C0116,15,000,00000,MIZORAM,030002, Baori,10,10,0,1,1,0,9,9,0
C0116,15,000,00000,MIZORAM,030076, Vasava,5,2,3,5,2,3,0,0,0
C0116,15,000,00000,MIZORAM,030999,30 Others,2,2,0,1,1,0,1,1,0
C0116,15,000,00000,MIZORAM,031000,31 BHOTIA ,1,1,0,0,0,0,1,1,0
C0116,15,000,00000,MIZORAM,031001, Bhotia,1,1,0,0,0,0,1,1,0
C0116,15,000,00000,MIZORAM,032000,32 BHUMIJ ,559,293,266,550,290,260,9,3,6
C0116,15,000,00000,MIZORAM,032999,32 Others,559,293,266,550,290,260,9,3,6
C0116,15,000,00000,MIZORAM,033000,33 BISHNUPURIYA,42,23,19,0,0,0,42,23,19
C0116,15,000,00000,MIZORAM,033003, Bishnupriya Manipuri/Manipuri Bishnupriya,33,17,16,0,0,0,33,17,16
C0116,15,000,00000,MIZORAM,033999,33 Others,9,6,3,0,0,0,9,6,3
C0116,15,000,00000,MIZORAM,034000,34 CHAKHESANG ,6,3,3,3,2,1,3,1,2
C0116,15,000,00000,MIZORAM,034001, Chakhesang,6,3,3,3,2,1,3,1,2
C0116,15,000,00000,MIZORAM,035000,35 CHAKRU/CHOKRI ,5,1,4,0,0,0,5,1,4
C0116,15,000,00000,MIZORAM,035001, Chakru/Chokri,5,1,4,0,0,0,5,1,4
C0116,15,000,00000,MIZORAM,036000,36 CHANG ,1,0,1,1,0,1,0,0,0
C0116,15,000,00000,MIZORAM,036001, Chang,1,0,1,1,0,1,0,0,0
C0116,15,000,00000,MIZORAM,037000,37 COORGI/KODAGU ,1,1,0,0,0,0,1,1,0
C0116,15,000,00000,MIZORAM,037001, Coorgi/Kodagu,1,1,0,0,0,0,1,1,0
C0116,15,000,00000,MIZORAM,038000,38 DEORI ,3,2,1,1,0,1,2,2,0
C0116,15,000,00000,MIZORAM,038001, Deori,3,2,1,1,0,1,2,2,0
C0116,15,000,00000,MIZORAM,039000,39 DIMASA ,36,19,17,14,4,10,22,15,7
C0116,15,000,00000,MIZORAM,039002, Dimasa,25,12,13,13,4,9,12,8,4
C0116,15,000,00000,MIZORAM,039999,39 Others,11,7,4,1,0,1,10,7,3
C0116,15,000,00000,MIZORAM,040000,40 ENGLISH ,61,34,27,13,8,5,48,26,22
C0116,15,000,00000,MIZORAM,040001, English,61,34,27,13,8,5,48,26,22
C0116,15,000,00000,MIZORAM,042000,42 GANGTE ,705,376,329,502,274,228,203,102,101
C0116,15,000,00000,MIZORAM,042001, Gangte,705,376,329,502,274,228,203,102,101
C0116,15,000,00000,MIZORAM,043000,43 GARO ,94,59,35,26,17,9,68,42,26
C0116,15,000,00000,MIZORAM,043005, Garo,82,51,31,17,10,7,65,41,24
C0116,15,000,00000,MIZORAM,043999,43 Others,12,8,4,9,7,2,3,1,2
C0116,15,000,00000,MIZORAM,045000,45 HALABI,1,1,0,1,1,0,0,0,0
C0116,15,000,00000,MIZORAM,045001, Halabi,1,1,0,1,1,0,0,0,0
C0116,15,000,00000,MIZORAM,046000,46 HALAM ,375,172,203,287,122,165,88,50,38
C0116,15,000,00000,MIZORAM,046003, Halam,242,99,143,203,77,126,39,22,17
C0116,15,000,00000,MIZORAM,046999,46 Others,133,73,60,84,45,39,49,28,21
C0116,15,000,00000,MIZORAM,047000,47 HMAR,17981,9156,8825,14166,7273,6893,3815,1883,1932
C0116,15,000,00000,MIZORAM,047001, Hmar,17981,9156,8825,14166,7273,6893,3815,1883,1932
C0116,15,000,00000,MIZORAM,048000,48 HO,2,1,1,0,0,0,2,1,1
C0116,15,000,00000,MIZORAM,048004, Ho,2,1,1,0,0,0,2,1,1
C0116,15,000,00000,MIZORAM,051000,51 KABUI ,15,10,5,2,2,0,13,8,5
C0116,15,000,00000,MIZORAM,051003, Kabui,2,2,0,1,1,0,1,1,0
C0116,15,000,00000,MIZORAM,051005, Rongmei,13,8,5,1,1,0,12,7,5
C0116,15,000,00000,MIZORAM,052000,52 KARBI/MIKIR ,8,5,3,1,1,0,7,4,3
C0116,15,000,00000,MIZORAM,052002, Karbi/Mikir,8,5,3,1,1,0,7,4,3
C0116,15,000,00000,MIZORAM,054000,54 KHARIA ,6,2,4,0,0,0,6,2,4
C0116,15,000,00000,MIZORAM,054005, Kharia,6,2,4,0,0,0,6,2,4
C0116,15,000,00000,MIZORAM,055000,55 KHASI ,707,363,344,181,96,85,526,267,259
C0116,15,000,00000,MIZORAM,055007, Khasi,654,334,320,138,73,65,516,261,255
C0116,15,000,00000,MIZORAM,055012, Pnar/Synteng,42,23,19,39,22,17,3,1,2
C0116,15,000,00000,MIZORAM,055015, War,6,2,4,4,1,3,2,1,1
C0116,15,000,00000,MIZORAM,055999,55 Others ,5,4,1,0,0,0,5,4,1
C0116,15,000,00000,MIZORAM,059000,59 KINNAURI ,1,1,0,0,0,0,1,1,0
C0116,15,000,00000,MIZORAM,059003, Kinnauri,1,1,0,0,0,0,1,1,0
C0116,15,000,00000,MIZORAM,060000,60 KISAN ,1,0,1,0,0,0,1,0,1
C0116,15,000,00000,MIZORAM,060002, Kisan,1,0,1,0,0,0,1,0,1
C0116,15,000,00000,MIZORAM,061000,61 KOCH ,3,2,1,1,1,0,2,1,1
C0116,15,000,00000,MIZORAM,061002, Koch,3,2,1,1,1,0,2,1,1
C0116,15,000,00000,MIZORAM,064000,64 KOM,1,0,1,0,0,0,1,0,1
C0116,15,000,00000,MIZORAM,064001, Kom,1,0,1,0,0,0,1,0,1
C0116,15,000,00000,MIZORAM,066000,66 KONYAK ,7,7,0,2,2,0,5,5,0
C0116,15,000,00000,MIZORAM,066001, Konyak,7,7,0,2,2,0,5,5,0
C0116,15,000,00000,MIZORAM,071000,71 KUKI,295,162,133,108,52,56,187,110,77
C0116,15,000,00000,MIZORAM,071008, Kuki,295,162,133,108,52,56,187,110,77
C0116,15,000,00000,MIZORAM,072000,72 KURUKH/ORAON ,42,20,22,4,4,0,38,16,22
C0116,15,000,00000,MIZORAM,072024, Kurukh/Oraon,42,20,22,4,4,0,38,16,22
C0116,15,000,00000,MIZORAM,073000,73 LADAKHI ,4,4,0,1,1,0,3,3,0
C0116,15,000,00000,MIZORAM,073003, Ladakhi,4,4,0,1,1,0,3,3,0
C0116,15,000,00000,MIZORAM,074000,74 LAHAULI ,1,1,0,1,1,0,0,0,0
C0116,15,000,00000,MIZORAM,074999,74 Others ,1,1,0,1,1,0,0,0,0
C0116,15,000,00000,MIZORAM,076000,76 LAKHER,41876,20915,20961,27826,13902,13924,14050,7013,7037
C0116,15,000,00000,MIZORAM,076002, Mara,38177,19109,19068,25722,12894,12828,12455,6215,6240
C0116,15,000,00000,MIZORAM,076999,76 Others ,3699,1806,1893,2104,1008,1096,1595,798,797
C0116,15,000,00000,MIZORAM,078000,78 LEPCHA ,3,3,0,0,0,0,3,3,0
C0116,15,000,00000,MIZORAM,078001, Lepcha,3,3,0,0,0,0,3,3,0
C0116,15,000,00000,MIZORAM,079000,79 LIANGMEI ,1,1,0,1,1,0,0,0,0
C0116,15,000,00000,MIZORAM,079002, Liangmei,1,1,0,1,1,0,0,0,0
C0116,15,000,00000,MIZORAM,080000,80 LIMBU ,1,1,0,0,0,0,1,1,0
C0116,15,000,00000,MIZORAM,080002, Limbu,1,1,0,0,0,0,1,1,0
C0116,15,000,00000,MIZORAM,081000,81 LOTHA ,9,8,1,2,2,0,7,6,1
C0116,15,000,00000,MIZORAM,081001, Lotha,9,8,1,2,2,0,7,6,1
C0116,15,000,00000,MIZORAM,082000,82 LUSHAI/MIZO ,802763,397516,405247,303332,153787,149545,499431,243729,255702
C0116,15,000,00000,MIZORAM,082005, Lushai/Mizo,797839,395061,402778,298472,151371,147101,499367,243690,255677
C0116,15,000,00000,MIZORAM,082999,82 Others ,4924,2455,2469,4860,2416,2444,64,39,25
C0116,15,000,00000,MIZORAM,084000,84 MAO,13,9,4,2,1,1,11,8,3
C0116,15,000,00000,MIZORAM,084001, Mao,9,7,2,1,1,0,8,6,2
C0116,15,000,00000,MIZORAM,084003, Paola,3,2,1,0,0,0,3,2,1
C0116,15,000,00000,MIZORAM,084999,84 Others ,1,0,1,1,0,1,0,0,0
C0116,15,000,00000,MIZORAM,085000,85 MARAM,2,2,0,0,0,0,2,2,0
C0116,15,000,00000,MIZORAM,085001, Maram ,2,2,0,0,0,0,2,2,0
C0116,15,000,00000,MIZORAM,086000,86 MARING ,2,2,0,0,0,0,2,2,0
C0116,15,000,00000,MIZORAM,086001, Maring,2,2,0,0,0,0,2,2,0
C0116,15,000,00000,MIZORAM,087000,87 MIRI/MISHING,18,14,4,9,8,1,9,6,3
C0116,15,000,00000,MIZORAM,087003, Miri/Mishing,18,14,4,9,8,1,9,6,3
C0116,15,000,00000,MIZORAM,088000,88 MISHMI ,4,2,2,2,0,2,2,2,0
C0116,15,000,00000,MIZORAM,088007, Mishmi,1,1,0,0,0,0,1,1,0
C0116,15,000,00000,MIZORAM,088999,88 Others ,3,1,2,2,0,2,1,1,0
C0116,15,000,00000,MIZORAM,089000,89 MOGH ,330,161,169,214,113,101,116,48,68
C0116,15,000,00000,MIZORAM,089004, Mogh,330,161,169,214,113,101,116,48,68
C0116,15,000,00000,MIZORAM,090000,90 MONPA ,4,2,2,0,0,0,4,2,2
C0116,15,000,00000,MIZORAM,090003, Monpa,4,2,2,0,0,0,4,2,2
C0116,15,000,00000,MIZORAM,091000,91 MUNDA,26,19,7,12,9,3,14,10,4
C0116,15,000,00000,MIZORAM,091009, Munda,26,19,7,12,9,3,14,10,4
C0116,15,000,00000,MIZORAM,092000,92 MUNDARI ,7,5,2,4,4,0,3,1,2
C0116,15,000,00000,MIZORAM,092005, Mundari,7,5,2,4,4,0,3,1,2
C0116,15,000,00000,MIZORAM,094000,94 NISSI/DAFLA ,22,9,13,1,1,0,21,8,13
C0116,15,000,00000,MIZORAM,094001, Apatani,18,7,11,0,0,0,18,7,11
C0116,15,000,00000,MIZORAM,094007, Nissi/Dafla,4,2,2,1,1,0,3,1,2
C0116,15,000,00000,MIZORAM,095000,95 NOCTE ,4,4,0,0,0,0,4,4,0
C0116,15,000,00000,MIZORAM,095003, Nocte,4,4,0,0,0,0,4,4,0
C0116,15,000,00000,MIZORAM,096000,96 PAITE,22214,11183,11031,17637,8865,8772,4577,2318,2259
C0116,15,000,00000,MIZORAM,096002, Paite,22190,11171,11019,17625,8860,8765,4565,2311,2254
C0116,15,000,00000,MIZORAM,096999,96 Others ,24,12,12,12,5,7,12,7,5
C0116,15,000,00000,MIZORAM,098000,98 PAWI ,28624,14282,14342,19123,9615,9508,9501,4667,4834
C0116,15,000,00000,MIZORAM,098001, Pawi,28624,14282,14342,19123,9615,9508,9501,4667,4834
C0116,15,000,00000,MIZORAM,102000,102 RABHA ,8,4,4,1,1,0,7,3,4
C0116,15,000,00000,MIZORAM,102002, Rabha,8,4,4,1,1,0,7,3,4
C0116,15,000,00000,MIZORAM,103000,103 RAI ,23,11,12,3,1,2,20,10,10
C0116,15,000,00000,MIZORAM,103003, Rai,23,11,12,3,1,2,20,10,10
C0116,15,000,00000,MIZORAM,104000,104 RENGMA ,7,3,4,0,0,0,7,3,4
C0116,15,000,00000,MIZORAM,104001, Rengma,7,3,4,0,0,0,7,3,4
C0116,15,000,00000,MIZORAM,105000,105 SANGTAM ,1,1,0,0,0,0,1,1,0
C0116,15,000,00000,MIZORAM,105004, Sangtam,1,1,0,0,0,0,1,1,0
C0116,15,000,00000,MIZORAM,106000,106 SAVARA,1,1,0,0,0,0,1,1,0
C0116,15,000,00000,MIZORAM,106004, Savara,1,1,0,0,0,0,1,1,0
C0116,15,000,00000,MIZORAM,107000,107 SEMA,5,5,0,0,0,0,5,5,0
C0116,15,000,00000,MIZORAM,107002, Sema,5,5,0,0,0,0,5,5,0
C0116,15,000,00000,MIZORAM,111000,111 TAMANG ,17,9,8,3,1,2,14,8,6
C0116,15,000,00000,MIZORAM,111001, Tamang,17,9,8,3,1,2,14,8,6
C0116,15,000,00000,MIZORAM,112000,112 TANGKHUL ,20,11,9,2,2,0,18,9,9
C0116,15,000,00000,MIZORAM,112008, Tangkhul,20,11,9,2,2,0,18,9,9
C0116,15,000,00000,MIZORAM,113000,113 TANGSA,5,3,2,2,1,1,3,2,1
C0116,15,000,00000,MIZORAM,113999,113 Others,5,3,2,2,1,1,3,2,1
C0116,15,000,00000,MIZORAM,114000,114 THADO ,476,245,231,213,112,101,263,133,130
C0116,15,000,00000,MIZORAM,114015, Thado,458,235,223,201,106,95,257,129,128
C0116,15,000,00000,MIZORAM,114999,114 Others,18,10,8,12,6,6,6,4,2
C0116,15,000,00000,MIZORAM,115000,115 TIBETAN ,1,1,0,0,0,0,1,1,0
C0116,15,000,00000,MIZORAM,115999,115 Others,1,1,0,0,0,0,1,1,0
C0116,15,000,00000,MIZORAM,116000,116 TRIPURI ,32634,16813,15821,31459,16190,15269,1175,623,552
C0116,15,000,00000,MIZORAM,116007, Kokbarak,15712,8150,7562,14854,7698,7156,858,452,406
C0116,15,000,00000,MIZORAM,116011, Reang,16437,8402,8035,16182,8278,7904,255,124,131
C0116,15,000,00000,MIZORAM,116014, Tripuri,478,255,223,422,214,208,56,41,15
C0116,15,000,00000,MIZORAM,116999,116 Others ,7,6,1,1,0,1,6,6,0
C0116,15,000,00000,MIZORAM,117000,117 TULU ,6,5,1,6,5,1,0,0,0
C0116,15,000,00000,MIZORAM,117999,117 Others ,6,5,1,6,5,1,0,0,0
C0116,15,000,00000,MIZORAM,118000,118 VAIPHEI ,339,182,157,172,96,76,167,86,81
C0116,15,000,00000,MIZORAM,118002, Vaiphei,339,182,157,172,96,76,167,86,81
C0116,15,000,00000,MIZORAM,119000,119 WANCHO,57,24,33,8,2,6,49,22,27
C0116,15,000,00000,MIZORAM,119001, Wancho,57,24,33,8,2,6,49,22,27
C0116,15,000,00000,MIZORAM,121000,121 ZELIANG ,9,8,1,1,1,0,8,7,1
C0116,15,000,00000,MIZORAM,121001, Zeliang,9,8,1,1,1,0,8,7,1
C0116,15,000,00000,MIZORAM,122000,122 ZEMI ,26,15,11,11,6,5,15,9,6
C0116,15,000,00000,MIZORAM,122003, Zemi,26,15,11,11,6,5,15,9,6
C0116,15,000,00000,MIZORAM,123000,123 ZOU ,128,69,59,118,64,54,10,5,5
C0116,15,000,00000,MIZORAM,123001, Zou,128,69,59,118,64,54,10,5,5
C0116,15,000,00000,MIZORAM,124000,124 OTHERS,10919,5494,5425,7920,4059,3861,2999,1435,1564
C0116,16,000,00000,TRIPURA,001000,1 ASSAMESE,2129,1680,449,1041,853,188,1088,827,261
C0116,16,000,00000,TRIPURA,001002, Assamese,1888,1472,416,874,715,159,1014,757,257
C0116,16,000,00000,TRIPURA,001999,1 Others,241,208,33,167,138,29,74,70,4
C0116,16,000,00000,TRIPURA,002000,2 BENGALI ,2414774,1227492,1187282,1532133,783687,748446,882641,443805,438836
C0116,16,000,00000,TRIPURA,002007, Bengali,2330452,1184595,1145857,1453530,743659,709871,876922,440936,435986
C0116,16,000,00000,TRIPURA,002011, Chakma,84269,42864,41405,78551,39996,38555,5718,2868,2850
C0116,16,000,00000,TRIPURA,002015, Haijong/Hajong,8,5,3,8,5,3,0,0,0
C0116,16,000,00000,TRIPURA,002044, Rajbangsi,25,16,9,24,15,9,1,1,0
C0116,16,000,00000,TRIPURA,002999,2 Others,20,12,8,20,12,8,0,0,0
C0116,16,000,00000,TRIPURA,003000,3 BODO ,511,290,221,408,226,182,103,64,39
C0116,16,000,00000,TRIPURA,003001, Bodo/Boro,500,283,217,402,222,180,98,61,37
C0116,16,000,00000,TRIPURA,003003, Kachari,9,5,4,4,2,2,5,3,2
C0116,16,000,00000,TRIPURA,003004, Mech/Mechhia,2,2,0,2,2,0,0,0,0
C0116,16,000,00000,TRIPURA,004000,4 DOGRI ,534,488,46,315,297,18,219,191,28
C0116,16,000,00000,TRIPURA,004001, Dogri,533,487,46,314,296,18,219,191,28
C0116,16,000,00000,TRIPURA,004999,4 Others,1,1,0,1,1,0,0,0,0
C0116,16,000,00000,TRIPURA,005000,5 GUJARATI,1384,889,495,1201,741,460,183,148,35
C0116,16,000,00000,TRIPURA,005018, Gujarati,403,371,32,259,248,11,144,123,21
C0116,16,000,00000,TRIPURA,005999,5 Others,981,518,463,942,493,449,39,25,14
C0116,16,000,00000,TRIPURA,006000,6 HINDI ,77701,47597,30104,56503,34331,22172,21198,13266,7932
C0116,16,000,00000,TRIPURA,006030, Awadhi,1,1,0,0,0,0,1,1,0
C0116,16,000,00000,TRIPURA,006040, Baghati/Baghati Pahari,5,4,1,5,4,1,0,0,0
C0116,16,000,00000,TRIPURA,006066, Banjari,5,2,3,2,2,0,3,0,3
C0116,16,000,00000,TRIPURA,006086, Bhadrawahi,1,0,1,1,0,1,0,0,0
C0116,16,000,00000,TRIPURA,006096, Bharmauri/Gaddi,2,2,0,2,2,0,0,0,0
C0116,16,000,00000,TRIPURA,006102, Bhojpuri,13278,7185,6093,9171,4881,4290,4107,2304,1803
C0116,16,000,00000,TRIPURA,006123, Brajbhasha,11,11,0,3,3,0,8,8,0
C0116,16,000,00000,TRIPURA,006125, Bundeli/Bundel khandi,7,7,0,1,1,0,6,6,0
C0116,16,000,00000,TRIPURA,006142, Chhattisgarhi,164,101,63,143,85,58,21,16,5
C0116,16,000,00000,TRIPURA,006173, Dhundhari,2,1,1,1,1,0,1,0,1
C0116,16,000,00000,TRIPURA,006195, Garhwali,272,202,70,153,124,29,119,78,41
C0116,16,000,00000,TRIPURA,006207, Gojri/Gujjari/Gujar,7,5,2,7,5,2,0,0,0
C0116,16,000,00000,TRIPURA,006235, Haryanvi,632,398,234,465,274,191,167,124,43
C0116,16,000,00000,TRIPURA,006240, Hindi,56696,35864,20832,41075,25864,15211,15621,10000,5621
C0116,16,000,00000,TRIPURA,006265, Jaunpuri/Jaunsari,1,1,0,0,0,0,1,1,0
C0116,16,000,00000,TRIPURA,006320, Khortha/Khotta,30,16,14,29,15,14,1,1,0
C0116,16,000,00000,TRIPURA,006340, Kumauni,206,183,23,133,113,20,73,70,3
C0116,16,000,00000,TRIPURA,006345, Kurmali Thar,12,12,0,12,12,0,0,0,0
C0116,16,000,00000,TRIPURA,006353, Lamani/Lambadi,4,3,1,1,1,0,3,2,1
C0116,16,000,00000,TRIPURA,006376, Magadhi/Magahi,34,27,7,15,15,0,19,12,7
C0116,16,000,00000,TRIPURA,006391, Malvi,10,5,5,10,5,5,0,0,0
C0116,16,000,00000,TRIPURA,006400, Marwari,165,102,63,62,41,21,103,61,42
C0116,16,000,00000,TRIPURA,006420, Nagpuria,161,86,75,160,85,75,1,1,0
C0116,16,000,00000,TRIPURA,006439, Pahari,45,36,9,26,22,4,19,14,5
C0116,16,000,00000,TRIPURA,006489, Rajasthani,253,202,51,105,101,4,148,101,47
C0116,16,000,00000,TRIPURA,006503, Sadan/Sadri,2305,1250,1055,2163,1176,987,142,74,68
C0116,16,000,00000,TRIPURA,006999,6 Others,3392,1891,1501,2758,1499,1259,634,392,242
C0116,16,000,00000,TRIPURA,007000,7 KANNADA,675,558,117,479,407,72,196,151,45
C0116,16,000,00000,TRIPURA,007016, Kannada,665,549,116,472,401,71,193,148,45
C0116,16,000,00000,TRIPURA,007999,7 Others,10,9,1,7,6,1,3,3,0
C0116,16,000,00000,TRIPURA,008000,8 KASHMIRI ,161,154,7,135,130,5,26,24,2
C0116,16,000,00000,TRIPURA,008005, Kashmiri,161,154,7,135,130,5,26,24,2
C0116,16,000,00000,TRIPURA,009000,9 KONKANI,44,22,22,40,18,22,4,4,0
C0116,16,000,00000,TRIPURA,009011, Konkani,14,8,6,10,4,6,4,4,0
C0116,16,000,00000,TRIPURA,009020, Nawait,23,10,13,23,10,13,0,0,0
C0116,16,000,00000,TRIPURA,009999,9 Others,7,4,3,7,4,3,0,0,0
C0116,16,000,00000,TRIPURA,010000,10 MAITHILI ,294,184,110,180,101,79,114,83,31
C0116,16,000,00000,TRIPURA,010008, Maithili,114,75,39,31,23,8,83,52,31
C0116,16,000,00000,TRIPURA,010013, Thati,180,109,71,149,78,71,31,31,0
